34661-75-1,Low,Urapidil,Single Compound,,C20H29N5O3,387.476
57-13-6,Low,Urea,Single Compound,,CH4N2O,60.0553
51-79-6,Low,Urethane,Single Compound,,C3H7NO2,89.0932
108-05-4,Low,Vinyl acetate,Single Compound,,C4H6O2,86.0892
100-40-3,Low,4-Vinylcyclohexene,Single Compound,,C8H12,108.1809
75-35-4,Low,"1,1-Dichloroethylene",Single Compound,,C2H2Cl2,96.9433
88-12-0,Low,N-Vinyl-2-pyrrolidone,Single Compound,,C6H9NO,111.1418
83480-29-9,Low,Voglibose,Single Compound,,C10H21NO7,267.2762
1330-20-7,Low,Xylenes,Mixture/Formulation,,,
21436-96-4,Low,"2,4-Dimethylaniline hydrochloride",Single Compound,,C8H12ClN,157.6406
2832-40-8,Low,C.I. Disperse Yellow 3,Single Compound,,C15H15N3O2,269.2985
1934-21-0,Low,FD&C Yellow 5,Single Compound,,C16H9N4Na3O9S2,534.3634
2783-94-0,High,FD&C Yellow 6,Single Compound,,C16H10N2Na2O7S2,452.3694
59820-43-8,High,HC Yellow 4,Single Compound,[52551-67-4] has been used incorrectly for HC Yellow 4,C10H14N2O5,242.2286
17924-92-4,Low,Zearalenone,Single Compound,,C18H22O5,318.3643
5970-45-6,Low,Zinc(II) acetate dihydrate,Single Compound,,C4H10O6Zn,219.5276
136-23-2,Low,Zinc dibutyldithiocarbamate,Single Compound,,C18H36N2S4Zn,474.1608
14324-55-1,Low,Zinc diethyldithiocarbamate,Single Compound,,C10H20N2S4Zn,361.9482
137-30-4,High,Ziram,Single Compound,,C6H12N2S4Zn,305.8419
615-53-2,Low,N-Nitroso-N-methylurethane,Single Compound,,C4H8N2O3,132.1179
13755-29-8,Low,Sodium tetrafluoroborate,Single Compound,,BF4Na,109.7944
52-76-6,Low,Lynestrenol,Single Compound,,C20H28O,284.4357
304-28-9,Low,"2,7-Acetylaminofluorene",Single Compound,,C17H16N2O2,280.3211
67-64-1,Low,Acetone,Single Compound,,C3H6O,58.0791
122-78-1,Low,Phenylacetaldehyde,Single Compound,,C8H8O,120.1485
88-99-3,Low,Phthalic acid,Single Compound,,C8H6O4,166.1308
121-91-5,Low,"1,3-Benzenedicarboxylic acid",Single Compound,,C8H6O4,166.1308
36362-97-7,Low,"1,2,3-Benzenetricarboxylic acid",Single Compound,,C9H6O6,210.1404
528-44-9,Low,"1,2,4-Benzenetricarboxylic acid",Single Compound,,C9H6O6,210.1404
554-95-0,Low,"1,3,5-Benzenetricarboxylic acid",Single Compound,,C9H6O6,210.1404
100-47-0,Low,Benzonitrile,Single Compound,,C7H5N,103.1213
140-29-4,Low,Benzyl cyanide,Single Compound,,C8H7N,117.1479
719-22-2,Low,"2,6-Bis-(1,1-dimethylethyl)-2,5-cyclohexadiene-1,4-dione",Single Compound,,C14H20O2,220.3074
79-08-3,Low,Bromoacetic acid,Single Compound,,C2H3BrO2,138.948
590-17-0,Low,Bromoacetonitrile,Single Compound,,C2H2BrN,119.948
2516-40-7,Low,2-Bromobenzothiazole,Single Compound,,C7H4BrNS,214.0824
78-76-2,Low,2-Bromobutane,Single Compound,,C4H9Br,137.0183
74-97-5,Low,Bromochloromethane,Single Compound,,CH2BrCl,129.3836
123-72-8,Low,Butyraldehyde,Single Compound,,C4H8O,72.1057
107-92-6,Low,Butanoic acid,Single Compound,,C4H8O2,88.1051
78-93-3,Low,Methyl ethyl ketone,Single Compound,,C4H8O,72.1057
110-16-7,High,Maleic acid,Single Compound,double bond as shown; component of CGS 12066B,C4H4O4,116.0722
110-17-8,High,Fumaric acid,Single Compound,,C4H4O4,116.0722
112-34-5,Low,2-(2-Butoxyethoxy)ethanol,Single Compound,,C8H18O3,162.2267
143-22-6,Low,2-[2-(2-Butoxyethoxy)ethoxy]ethanol,Single Compound,,C10H22O4,206.2793
107-14-2,Low,Chloroacetonitrile,Single Compound,,C2H2ClN,75.497
16045-92-4,Low,Chlorobutanedioic acid,Single Compound,,C4H5ClO4,152.5331
822-87-7,Low,2-Chlorocyclohexanone,Single Compound,,C6H9ClO,132.5881
111-85-3,Low,1-Chlorooctane,Single Compound,,C8H17Cl,148.6736
95-57-8,Low,2-Chlorophenol,Single Compound,,C6H5ClO,128.5563
598-78-7,Low,2-Chloropropanoic acid,Single Compound,,C3H5ClO2,108.5236
107-94-8,Low,3-Chloropropanoic acid,Single Compound,,C3H5ClO2,108.5236
78-95-5,Low,1-Chloropropan-2-one,Single Compound,,C3H5ClO,92.5242
506-68-3,Low,Cyanogen bromide,Single Compound,,CBrN,105.9214
294-62-2,Low,Cyclododecane,Single Compound,,C12H24,168.319
112-31-2,Low,Decanal,Single Compound,,C10H20O,156.2652
334-48-5,Low,Decanoic acid,Single Compound,,C10H20O2,172.2646
74-95-3,Low,Dibromomethane,Single Compound,,CH2Br2,173.8346
728-40-5,Low,"2,6-Di-tert-butyl-4-nitrophenol",Single Compound,,C14H21NO3,251.3214
683-72-7,Low,"2,2-Dichloroacetamide",Single Compound,,C2H3Cl2NO,127.9573
3018-12-0,High,Dichloroacetonitrile,Single Compound,,C2HCl2N,109.942
137-19-9,Low,"4,6-Dichloro-1,3-benzenediol",Single Compound,,C6H4Cl2O2,179.0008
7581-97-7,Low,"2,3-Dichlorobutane",Single Compound,,C4H8Cl2,127.0123
75-99-0,Low,Dalapon,Single Compound,,C3H4Cl2O2,142.9687
513-88-2,Low,"1,1-Dichloropropanone",Single Compound,,C3H4Cl2O,126.9693
534-07-6,Low,"1,3-Dichloropropanone",Single Compound,,C3H4Cl2O,126.9693
597-43-3,Low,"2,2-Dimethylbutanedioic acid",Single Compound,,C6H10O4,146.1412
431-03-8,Low,"2,3-Butanedione",Single Compound,,C4H6O2,86.0892
504-20-1,Low,Phorone,Single Compound,,C9H14O,138.2069
681-57-2,Low,"2,2-Dimethylpentanedioic acid",Single Compound,,C7H12O4,160.1678
689-67-8,High,"6,10-Dimethyl-5,9-undecadiene-2-one",Mixture of Stereoisomers,"mixture of Z,E isomers",C13H22O,194.3132
143-07-7,High,Dodecanoic acid,Single Compound,,C12H24O2,200.3178
111-71-7,Low,Heptanal,Single Compound,,C7H14O,114.1855
111-16-0,Low,Heptanedioic acid,Single Compound,,C7H12O4,160.1678
629-08-3,Low,Heptanenitrile,Single Compound,,C7H13N,111.1848
111-14-8,Low,Heptanoic acid,Single Compound,,C7H14O2,130.1849
116-16-5,Low,Hexachloroacetone,Single Compound,,C3Cl6O,264.7495
57-10-3,Low,Hexadecanoic acid,Single Compound,,C16H32O2,256.4241
10030-73-6,Low,(E)-Hexadec-9-enoic acid,Single Compound,,C16H30O2,254.4082
66-25-1,Low,Hexanal,Single Compound,,C6H12O,100.1589
124-04-9,High,Hexanedioic acid,Single Compound,,C6H10O4,146.1412
142-62-1,Low,Hexanoic acid,Single Compound,,C6H12O2,116.1583
589-38-8,Low,3-Hexanone,Single Compound,,C6H12O,100.1589
99-06-9,Low,3-Hydroxybenzoic acid,Single Compound,,C7H6O3,138.1207
124-63-0,Low,Methanesulfonyl chloride,Single Compound,,CH3ClO2S,114.5513
99-04-7,Low,3-Methylbenzoic acid,Single Compound,,C8H8O2,136.1479
99-94-5,Low,4-Methylbenzoic acid,Single Compound,,C8H8O2,136.1479
590-86-3,Low,3-Methylbutanal,Single Compound,,C5H10O,86.1323
625-28-5,Low,Isovaleronitrile,Single Compound,,C5H9N,83.1317
116-53-0,High,2-Methylbutanoic acid,Mixture of Stereoisomers,(2R) isomer [32231-50-8],C5H10O2,102.1317
536-60-7,Low,4-Isopropylbenzyl alcohol,Single Compound,,C10H14O,150.2176
1917-15-3,Low,5-Methyl-2-furancarboxylic acid,Single Compound,,C6H6O3,126.11
78-98-8,Low,Methyl glyoxal,Single Compound,,C3H4O2,72.0627
110-93-0,Low,6-Methyl-5-hepten-2-one,Single Compound,,C8H14O,126.1962
1072-67-9,Low,5-Methyl-3-isoxazolamine,Single Compound,,C4H6N2O,98.1032
18069-17-5,Low,2-Methylpentanedioic acid,Single Compound,,C6H10O4,146.1412
97-61-0,Low,2-Methylpentanoic acid,Single Compound,,C6H12O2,116.1583
565-61-7,Low,3-Methyl-2-pentanone,Single Compound,,C6H12O,100.1589
78-84-2,Low,2-Methylpropanal,Single Compound,,C4H8O,72.1057
79-31-2,Low,2-Methylpropanoic acid,Single Compound,,C4H8O2,88.1051
598-91-4,Low,Dibromonitromethane,Single Compound,,CHBr2NO2,218.8321
594-72-9,Low,"1,1-Dichloro-1-nitroethane",Single Compound,,C2H3Cl2NO2,143.9567
124-19-6,Low,Nonanal,Single Compound,,C9H18O,142.2386
123-99-9,Low,Nonanedioic acid,Single Compound,,C9H16O4,188.2209
112-05-0,Low,Nonanoic acid,Single Compound,,C9H18O2,158.238
57-11-4,Low,Octadecanoic acid,Single Compound,,C18H36O2,284.4772
124-13-0,Low,Octanal,Single Compound,,C8H16O,128.212
505-48-6,Low,Octanedioic acid,Single Compound,,C8H14O4,174.1944
124-07-2,High,Octanoic acid,Single Compound,,C8H16O2,144.2114
328-42-7,Low,2-Oxobutanedioic acid,Single Compound,,C4H4O5,132.0716
1821-02-9,Low,2-Oxopentanoic acid,Single Compound,,C5H8O3,116.1152
123-76-2,Low,4-Oxopentanoic acid,Single Compound,,C5H8O3,116.1152
127-17-3,Low,2-Oxopropanoic acid,Single Compound,,C3H4O3,88.0621
1002-84-2,Low,Pentadecanoic acid,Single Compound,,C15H30O2,242.3975
110-62-3,Low,Pentanal,Single Compound,,C5H10O,86.1323
110-94-1,Low,Pentanedioic acid,Single Compound,,C5H8O4,132.1146
109-52-4,Low,Pentanoic acid,Single Compound,,C5H10O2,102.1317
103-82-2,Low,Phenylacetic acid,Single Compound,,C8H8O2,136.1479
1009-61-6,Low,"1,1-(1,4-Phenylene)bis-ethanone",Single Compound,,C10H10O2,162.1852
123-38-6,Low,Propanal,Single Compound,,C3H6O,58.0791
141-82-2,Low,Propanedioic acid,Single Compound,,C3H4O4,104.0615
6262-42-6,Low,Tetrachlorocyclopropene,Single Compound,,C3Cl4,177.8441
124-25-4,High,Tetradecanal,Single Compound,,C14H28O,212.3715
544-63-8,High,Tetradecanoic acid,Single Compound,,C14H28O2,228.3709
115-17-3,Low,Tribromoacetaldehyde,Single Compound,,C2HBr3O,280.7408
75-96-7,Low,Tribromoacetic acid,Single Compound,,C2HBr3O2,296.7401
594-65-0,Low,"2,2,2-Trichloroacetamide",Single Compound,,C2H2Cl3NO,162.4024
545-06-2,Low,Trichloroacetonitrile,Single Compound,,C2Cl3N,144.3871
918-00-3,Low,"1,1,1-Trichloropropanone",Single Compound,,C3H3Cl3O,161.4143
921-03-9,Low,"1,1,3-Trichloropropanone",Single Compound,,C3H3Cl3O,161.4143
505-52-2,Low,Tridecanedioic acid,Single Compound,,C13H24O4,244.3273
638-53-9,Low,Tridecanoic acid,Single Compound,,C13H26O2,214.3443
1125-21-9,Low,"2,6,6-Trimethyl-2-cyclohexene-1,4-dione",Single Compound,,C9H12O2,152.1904
112-44-7,Low,Undecanal,Single Compound,,C11H22O,170.2918
1120-21-4,High,Undecane,Single Compound,,C11H24,156.3083
112-37-8,Low,Undecanoic acid,Single Compound,,C11H22O2,186.2912
54-21-7,Low,Sodium salicylate,Single Compound,,C7H5NaO3,160.1026
55-21-0,Low,Benzamide,Single Compound,,C7H7NO,121.1366
56-37-1,Low,Benzyltriethylammonium chloride,Single Compound,,C13H22ClN,227.7735
58-27-5,Low,Menadione,Single Compound,,C11H8O2,172.18
58-90-2,Low,"2,3,4,6-Tetrachlorophenol",Single Compound,,C6H2Cl4O,231.8915
59-50-7,Low,4-Chloro-3-methylphenol,Single Compound,,C7H7ClO,142.5829
59-97-2,Low,Tolazoline hydrochloride,Single Compound,,C10H13ClN2,196.6766
60-41-3,Low,Strychnine hemisulphate salt,Single Compound,,C42H46N4O8S,766.9017
65-30-5,Low,Nicotine sulfate,Single Compound,,C20H30N4O4S,422.5416
65-45-2,Low,Salicylamide,Single Compound,,C7H7NO2,137.136
66-76-2,Low,Dicumarol,Single Compound,,C19H12O6,336.295
67-56-1,Low,Methanol,Single Compound,,CH4O,32.0419
67-68-5,Low,Dimethyl sulfoxide,Single Compound,,C2H6OS,78.1334
71-23-8,High,1-Propanol,Single Compound,,C3H8O,60.095
71-36-3,Low,1-Butanol,Single Compound,,C4H10O,74.1216
71-41-0,Low,1-Pentanol,Single Compound,,C5H12O,88.1482
71-73-8,Low,Thiopental sodium,Single Compound,,C11H17N2NaO2S,264.3196
75-57-0,Low,Tetramethylammonium chloride,Single Compound,,C4H12ClN,109.5978
75-89-8,Low,"2,2,2-Trifluoroethanol",Single Compound,,C2H3F3O,100.0398
75-97-8,Low,"3,3-Dimethyl-2-butanone",Single Compound,,C6H12O,100.1589
77-71-4,Low,"5,5-Dimethylhydantoin",Single Compound,,C5H8N2O2,128.1292
77-75-8,Low,3-Methyl-1-pentyn-3-ol,Single Compound,,C6H10O,98.143
78-27-3,Low,1-Ethynylcyclohexanol,Single Compound,,C8H12O,124.1803
78-51-3,Low,Tris(2-butoxyethyl) phosphate,Single Compound,,C18H39O7P,398.4718
78-83-1,High,2-Methyl-1-propanol,Single Compound,,C4H10O,74.1216
78-90-0,Low,"1,2-Diaminopropane",Single Compound,,C3H10N2,74.1249
78-92-2,Low,2-Butanol,Single Compound,,C4H10O,74.1216
78-96-6,High,1-Amino-2-propanol,Single Compound,,C3H9NO,75.1097
79-20-9,Low,Methyl acetate,Single Compound,,C3H6O2,74.0785
79-77-6,High,beta-Ionone,Single Compound,double bond E,C13H20O,192.2973
79-95-8,Low,"2,2',6,6'-Tetrachlorobisphenol A",Single Compound,,C15H12Cl4O2,366.0666
80-46-6,Low,4-(2-Methylbutan-2-yl)phenol,Single Compound,,C11H16O,164.2441
80-52-4,Low,"1,8-Diamino-p-menthane",Single Compound,,C10H22N2,170.2951
83-32-9,Low,Acenaphthene,Single Compound,,C12H10,154.2078
83-34-1,Low,3-Methylindole,Single Compound,,C9H9N,131.1745
83-88-5,Low,Riboflavin,Single Compound,,C17H20N4O6,376.3639
84-62-8,Low,Diphenyl phthalate,Single Compound,,C20H14O4,318.3228
84-66-2,Low,Diethyl phthalate,Single Compound,,C12H14O4,222.2372
84-74-2,High,Dibutyl phthalate,Single Compound,,C16H22O4,278.3435
85-22-3,Low,"2,3,4,5,6-Pentabromoethylbenzene",Single Compound,,C8H5Br5,500.6453
87-17-2,Low,Salicylanilide,Single Compound,,C13H11NO2,213.2319
88-30-2,Low,3-Trifluoromethyl-4-nitrophenol,Single Compound,,C7H4F3NO3,207.1068
88-68-6,Low,2-Aminobenzamide,Single Compound,,C7H8N2O,136.1512
88-75-5,Low,2-Nitrophenol,Single Compound,,C6H5NO3,139.1088
90-02-8,Low,Salicylaldehyde,Single Compound,,C7H6O2,122.1213
90-15-3,Low,1-Naphthol,Single Compound,,C10H8O,144.1699
90-47-1,Low,Xanthone,Single Compound,,C13H8O2,196.2014
91-22-5,Low,Quinoline,Single Compound,,C9H7N,129.1586
91-65-6,Low,"N,N-Diethylcyclohexylamine",Single Compound,,C10H21N,155.2804
91-66-7,Low,"N,N-Diethylaniline",Single Compound,,C10H15N,149.2328
91-88-3,Low,2-(N-Ethyl-m-toluidino)ethanol,Single Compound,,C11H17NO,179.2588
92-51-3,Low,Dicyclohexyl,Single Compound,,C12H22,166.3031
93-91-4,Low,1-Benzoylacetone,Single Compound,,C10H10O2,162.1852
94-09-7,Low,Benzocaine,Single Compound,,C9H11NO2,165.1891
94-62-2,Low,Piperine,Single Compound,,C17H19NO3,285.3377
95-47-6,Low,o-Xylene,Single Compound,,C8H10,106.165
95-48-7,Low,o-Cresol,Single Compound,,C7H8O,108.1378
95-51-2,Low,2-Chloroaniline,Single Compound,,C6H6ClN,127.5715
95-76-1,Low,"3,4-Dichloroaniline",Single Compound,,C6H5Cl2N,162.0166
96-05-9,Low,Allyl methacrylate,Single Compound,,C7H10O2,126.1531
96-13-9,Low,"2,3-Dibromopropanol",Single Compound,,C3H6Br2O,217.8871
96-17-3,Low,2-Methylbutanal,Single Compound,,C5H10O,86.1323
96-22-0,Low,3-Pentanone,Single Compound,,C5H10O,86.1323
96-29-7,Low,2-Butanone oxime,Single Compound,,C4H9NO,87.1204
96-80-0,Low,2-(Diisopropylamino)ethanol,Single Compound,,C8H19NO,145.2426
97-02-9,Low,"2,4-Dinitroaniline",Single Compound,,C6H5N3O4,183.1216
97-23-4,High,Dichlorophen,Single Compound,,C13H10Cl2O2,269.1233
98-82-8,High,Cumene,Single Compound,,C9H12,120.1916
98-86-2,Low,Acetophenone,Single Compound,,C8H8O,120.1485
99-08-1,Low,3-Nitrotoluene,Single Compound,,C7H7NO2,137.136
99-97-8,Low,"N,N,4-Trimethylaniline",Single Compound,,C9H13N,135.2062
100-02-7,Low,4-Nitrophenol,Single Compound,,C6H5NO3,139.1088
100-10-7,Low,4-Dimethylaminobenzaldehyde,Single Compound,,C9H11NO,149.1897
100-25-4,Low,"1,4-Dinitrobenzene",Single Compound,,C6H4N2O4,168.107
100-37-8,High,"N,N-Diethylethanolamine",Single Compound,,C6H15NO,117.1894
100-46-9,Low,Benzylamine,Single Compound,,C7H9N,107.1531
100-61-8,Low,N-Methylaniline,Single Compound,,C7H9N,107.1531
100-64-1,Low,Cyclohexanone oxime,Single Compound,,C6H11NO,113.1576
100-70-9,Low,2-Pyridinecarbonitrile,Single Compound,,C6H4N2,104.1094
101-84-8,Low,Diphenyl oxide,Single Compound,,C12H10O,170.2072
102-27-2,Low,N-Ethyl-3-methylaniline,Single Compound,,C9H13N,135.2062
103-05-9,Low,2-Methyl-4-phenylbutan-2-ol,Single Compound,,C11H16O,164.2441
103-76-4,Low,1-Piperazineethanol,Single Compound,,C6H14N2O,130.1882
103-83-3,Low,"N,N-Dimethylbenzylamine",Single Compound,,C9H13N,135.2062
104-13-2,Low,4-Butylaniline,Single Compound,,C10H15N,149.2328
104-88-1,Low,4-Chlorobenzaldehyde,Single Compound,,C7H5ClO,140.567
104-90-5,Low,5-Ethyl-2-methylpyridine,Single Compound,,C8H11N,121.1796
105-53-3,Low,Diethyl propanedioate,Single Compound,,C7H12O4,160.1678
105-67-9,Low,"2,4-Dimethylphenol",Single Compound,,C8H10O,122.1644
105-99-7,High,Dibutyl hexanedioate,Single Compound,,C14H26O4,258.3539
106-40-1,Low,4-Bromoaniline,Single Compound,,C6H6BrN,172.0225
106-42-3,Low,p-Xylene,Single Compound,,C8H10,106.165
106-44-5,Low,p-Cresol,Single Compound,,C7H8O,108.1378
106-48-9,Low,4-Chlorophenol,Single Compound,,C6H5ClO,128.5563
106-49-0,Low,4-Methylaniline,Single Compound,,C7H9N,107.1531
106-63-8,High,Isobutyl acrylate,Single Compound,,C7H12O2,128.169
106-94-5,Low,1-Bromopropane,Single Compound,,C3H7Br,122.9917
107-07-3,Low,2-Chloroethanol,Single Compound,,C2H5ClO,80.5135
107-12-0,Low,Propionitrile,Single Compound,,C3H5N,55.0785
107-15-3,Low,Ethylenediamine,Single Compound,,C2H8N2,60.0983
107-19-7,Low,Propargyl alcohol,Single Compound,,C3H4O,56.0633
107-41-5,Low,"2-Methyl-2,4-pentanediol",Single Compound,,C6H14O2,118.1742
107-45-9,Low,"2,4,4-Trimethyl-2-pentanamine",Single Compound,,C8H19N,129.2432
107-87-9,Low,2-Pentanone,Single Compound,,C5H10O,86.1323
108-10-1,Low,4-Methyl-2-pentanone,Single Compound,,C6H12O,100.1589
108-20-3,Low,Isopropyl ether,Single Compound,,C6H14O,102.1748
108-89-4,Low,4-Methylpyridine,Single Compound,,C6H7N,93.1265
108-93-0,Low,Cyclohexanol,Single Compound,,C6H12O,100.1589
108-99-6,Low,3-Methylpyridine,Single Compound,,C6H7N,93.1265
109-06-8,Low,2-Methylpyridine,Single Compound,,C6H7N,93.1265
109-60-4,Low,Propyl acetate,Single Compound,,C5H10O2,102.1317
109-64-8,High,"1,3-Dibromopropane",Single Compound,,C3H6Br2,201.8877
109-73-9,High,Butylamine,Single Compound,,C4H11N,73.1368
109-77-3,Low,Propanedinitrile,Single Compound,,C3H2N2,66.0614
109-89-7,Low,Diethylamine,Single Compound,,C4H11N,73.1368
109-97-7,Low,Pyrrole,Single Compound,,C4H5N,67.0892
110-12-3,Low,5-Methyl-2-hexanone,Single Compound,,C7H14O,114.1855
110-40-7,Low,Diethyl decanedioate,Single Compound,,C14H26O4,258.3539
110-43-0,Low,2-Heptanone,Single Compound,,C7H14O,114.1855
110-54-3,Low,Hexane,Single Compound,,C6H14,86.1754
110-65-6,Low,"2-Butyne-1,4-diol",Single Compound,,C4H6O2,86.0892
110-73-6,Low,2-(Ethylamino)ethanol,Single Compound,,C4H11NO,89.1362
110-82-7,Low,Cyclohexane,Single Compound,,C6H12,84.1595
110-86-1,Low,Pyridine,Single Compound,,C5H5N,79.0999
110-88-3,Low,"1,3,5-Trioxane",Single Compound,,C3H6O3,90.0779
111-15-9,Low,2-Ethoxyethyl acetate,Single Compound,,C6H12O3,132.1577
111-25-1,Low,1-Bromohexane,Single Compound,,C6H13Br,165.0714
111-26-2,Low,Hexylamine,Single Compound,,C6H15N,101.19
111-27-3,Low,1-Hexanol,Single Compound,,C6H14O,102.1748
111-42-2,High,Diethanolamine,Single Compound,,C4H11NO2,105.1356
111-69-3,Low,Hexanedinitrile,Single Compound,,C6H8N2,108.1411
111-70-6,Low,1-Heptanol,Single Compound,,C7H16O,116.2013
111-83-1,Low,1-Bromooctane,Single Compound,,C8H17Br,193.1246
111-86-4,High,1-Octanamine,Single Compound,,C8H19N,129.2432
111-87-5,Low,1-Octanol,Single Compound,,C8H18O,130.2279
111-90-0,Low,2-(2-Ethoxyethoxy)ethanol,Single Compound,,C6H14O3,134.1736
112-12-9,Low,2-Undecanone,Single Compound,,C11H22O,170.2918
112-30-1,Low,1-Decanol,Single Compound,,C10H22O,158.2811
112-70-9,High,1-Tridecanol,Single Compound,,C13H28O,200.3608
114-26-1,Low,Propoxur,Single Compound,,C11H15NO3,209.2417
115-19-5,Low,2-Methyl-3-butyn-2-ol,Single Compound,,C5H8O,84.1164
115-86-6,High,Triphenyl phosphate,Single Compound,,C18H15O4P,326.2831
115-90-2,Low,Fensulfothion,Single Compound,,C11H17O4PS2,308.354
117-84-0,Low,Dioctyl phthalate,Single Compound,,C24H38O4,390.5561
118-55-8,Low,Phenyl salicylate,Single Compound,,C13H10O3,214.2167
118-61-6,Low,Ethyl salicylate,Single Compound,,C9H10O3,166.1739
118-79-6,Low,"2,4,6-Tribromophenol",Single Compound,,C6H3Br3O,330.7994
119-61-9,Low,Benzophenone,Single Compound,,C13H10O,182.2179
120-07-0,Low,N-Phenyldiethanolamine,Single Compound,,C10H15NO2,181.2316
120-21-8,Low,4-(Diethylamino)benzaldehyde,Single Compound,,C11H15NO,177.2429
120-82-1,High,"1,2,4-Trichlorobenzene",Single Compound,,C6H3Cl3,181.447
121-32-4,Low,3-Ethoxy-4-hydroxybenzaldehyde,Single Compound,,C9H10O3,166.1739
121-33-5,Low,4-Hydroxy-3-methoxybenzaldehyde,Single Compound,,C8H8O3,152.1473
121-73-3,Low,1-Chloro-3-nitrobenzene,Single Compound,,C6H4ClNO2,157.5545
121-87-9,Low,2-Chloro-4-nitroaniline,Single Compound,,C6H5ClN2O2,172.5691
122-03-2,Low,4-Isopropylbenzaldehyde,Single Compound,,C10H12O,148.2017
122-39-4,Low,Diphenylamine,Single Compound,,C12H11N,169.2224
122-99-6,Low,2-Phenoxyethanol,Single Compound,,C8H10O2,138.1638
123-07-9,Low,4-Ethylphenol,Single Compound,,C8H10O,122.1644
123-15-9,Low,2-Methylpentanal,Single Compound,,C6H12O,100.1589
123-54-6,Low,"2,4-Pentanedione",Single Compound,,C5H8O2,100.1158
123-66-0,Low,Ethyl hexanoate,Single Compound,,C8H16O2,144.2114
123-86-4,Low,Butyl acetate,Single Compound,,C6H12O2,116.1583
124-22-1,High,1-Dodecanamine,Single Compound,,C12H27N,185.3495
126-73-8,Low,Tributyl phosphate,Single Compound,,C12H27O4P,266.3141
NOCAS_21988,Low,"1-Chloro-2-propanol, technical grade (~75% 1-chloro-2-propanol; ~25% 2-chloro-1-propanol)",Mixture/Formulation,,,
82385-42-0,Low,Sodium saccharin hydrate,Single Compound,,C7H6NNaO4S,223.1816
132-64-9,Low,Dibenzofuran,Single Compound,,C12H8O,168.1913
133-11-9,Low,Phenyl 4-aminosalicylate,Single Compound,,C13H11NO3,229.2313
134-62-3,Low,DEET,Single Compound,,C12H17NO,191.2695
137-40-6,Low,Sodium propionate,Single Compound,,C3H5NaO2,96.0604
140-31-8,Low,1-(2-Aminoethyl)piperazine,Single Compound,,C6H15N3,129.2034
141-03-7,High,Dibutyl butanedioate,Single Compound,,C12H22O4,230.3007
141-43-5,High,Ethanolamine,Single Compound,,C2H7NO,61.0831
141-78-6,Low,Ethyl acetate,Single Compound,,C4H8O2,88.1051
141-91-3,Low,"2,6-Dimethyl morpholine",Single Compound,,C6H13NO,115.1735
141-93-5,Low,"1,3-Diethylbenzene",Single Compound,,C10H14,134.2182
142-28-9,Low,"1,3-Dichloropropane",Single Compound,,C3H6Cl2,112.9857
142-92-7,Low,Hexyl acetate,Single Compound,,C8H16O2,144.2114
142-96-1,Low,Butyl ether,Single Compound,,C8H18O,130.2279
143-08-8,Low,1-Nonanol,Single Compound,,C9H20O,144.2545
143-16-8,Low,Dihexylamine,Single Compound,,C12H27N,185.3495
143-28-2,Low,(9Z)-Octadec-9-en-1-ol,Single Compound,,C18H36O,268.4778
150-19-6,Low,3-Methoxyphenol,Single Compound,,C7H8O2,124.1372
150-78-7,Low,Hydroquinone dimethyl ether,Single Compound,,C8H10O2,138.1638
280-57-9,Low,"1,4-Diazabicyclo[2.2.2]octane",Single Compound,,C6H12N2,112.1729
298-04-4,Low,Disulfoton,Single Compound,,C8H19O2PS3,274.404
314-40-9,High,Bromacil,Single Compound,,C9H13BrN2O2,261.1157
371-40-4,Low,4-Fluoroaniline,Single Compound,,C6H6FN,111.1169
464-45-9,High,[(1S)-endo]-(-)-Borneol,Single Compound,absolute stereochem; rotation (-),C10H18O,154.2493
464-48-2,High,(1S)-(-)-Camphor,Single Compound,absolute stereochem; rotation (-),C10H16O,152.2334
499-83-2,Low,"2,6-Pyridinedicarboxylic acid",Single Compound,,C7H5NO4,167.1189
525-82-6,Low,Flavone,Single Compound,,C15H10O2,222.2387
527-60-6,Low,"2,4,6-Trimethylphenol",Single Compound,,C9H12O,136.191
529-19-1,Low,2-Tolunitrile,Single Compound,,C8H7N,117.1479
529-20-4,Low,2-Tolualdehyde,Single Compound,,C8H8O,120.1485
534-52-1,Low,"2-Methyl-4,6-dinitrophenol",Single Compound,,C7H6N2O5,198.1329
540-88-5,Low,tert-Butyl acetate,Single Compound,,C6H12O2,116.1583
541-73-1,Low,"1,3-Dichlorobenzene",Single Compound,,C6H4Cl2,147.002
542-75-6,Low,"1,3-Dichloropropene",Mixture of Stereoisomers,"mixture of Z,E isomers; (Z-) [10061-01-5], (E-)[10061-02-6]",C3H4Cl2,110.9699
544-40-1,High,Dibutyl sulfide,Single Compound,,C8H18S,146.2935
552-89-6,Low,2-Nitrobenzaldehyde,Single Compound,,C7H5NO3,151.1195
555-16-8,Low,4-Nitrobenzaldehyde,Single Compound,,C7H5NO3,151.1195
563-80-4,Low,3-Methyl-2-butanone,Single Compound,,C5H10O,86.1323
593-08-8,Low,2-Tridecanone,Single Compound,,C13H26O,198.3449
608-71-9,Low,Pentabromophenol,Single Compound,,C6HBr5O,488.5916
609-23-4,Low,"2,4,6-Triiodophenol",Single Compound,,C6H3I3O,471.8008
614-80-2,Low,2-Acetamidophenol,Single Compound,,C8H9NO2,151.1626
